1374230338000,1.527,51.5087667,-0.1951286
1374230906000,2.574,51.5149063,-0.196325
1374231528000,1.584,51.5247556,-0.2143545
1374231588000,2.776,51.525051,-0.2160875
1374136348000,1.53,51.5263116,-0.2151118
1374136400000,1.662,51.5251511,-0.2162707
1374136716000,1.5275,51.517049,-0.2097608
1374137293000,1.862,51.5070379,-0.2058591
1374137895000,1.94,51.5004922,-0.1946341
1374137994000,1.7575,51.5012601,-0.1924971
1372585376000,1.638,51.5166283,-0.2094227
1372585456000,1.522,51.5142989,-0.2075044
1372325286000,1.76,51.5092983,-0.1940014
1372324628000,1.738,51.5155849,-0.1902228
1372270637000,1.724,51.5134112,-0.1577305
1372270730000,1.644,51.5127541,-0.1590482
1372271041000,1.632,51.5204889,-0.1709971
1372271832000,1.688,51.5284693,-0.1958666
1372271884000,1.74,51.5306576,-0.1941258
1372272006000,1.632,51.5323315,-0.1971233
1372272074000,1.868,51.5325769,-0.2018785
1372272129000,1.73,51.5329978,-0.2053459
1372244828000,1.864,51.5051976,-0.2138121
1372245080000,2.015,51.4981734,-0.2017234
1372174868000,1.5105,51.5019764,-0.1906203
1372176467000,1.502,51.5256997,-0.215012
1372176494000,1.582,51.5250826,-0.2159686
1372156428000,1.7455,51.525848,-0.2150791
1372156442000,1.742,51.5257182,-0.2153979
1372156548000,1.576,51.5258506,-0.2157155
1372156572000,1.564,51.5261237,-0.2149644
1372156604000,2.052,51.5254669,-0.2145301
1372156687000,2.084,51.5202958,-0.2116148
1372157096000,1.904,51.5145908,-0.1997835
1372157287000,1.618,51.5155813,-0.1910192
1372157704000,2.1005,51.5107276,-0.185884
1372157767000,2.25666666666667,51.5102392,-0.187778
1372157944000,1.808,51.5088795,-0.1939674
1372157956000,1.884,51.5078847,-0.1948474
1372158015000,1.642,51.5065769,-0.1942803
1372091731000,1.645,51.5123304,-0.1875483
1372085465000,1.75,51.5146611,-0.1992751
1372006779000,1.746,51.5263396,-0.2059287
1372007536000,1.508,51.5158275,-0.1952645
1372007648000,2.142,51.5154169,-0.1921171
1372175687000,1.634,51.514151,-0.1945575
1372159405000,1.586,51.5133359,-0.2035105
1372160893000,1.913,51.5020151,-0.1848698
1372158838000,1.978,51.5260843,-0.2150898
1372158872000,2.336,51.5252327,-0.2160158
1372159245000,1.52833333333333,51.514333,-0.2076172
1371923076000,1.636,51.5269839,-0.2100057
1371206755000,1.53266666666667,51.51272,-0.1877014
1371207083000,2.038,51.5137014,-0.2025254
1371207116000,2.04,51.5134715,-0.2032795
1371207148000,1.792,51.5137686,-0.2046387
